Company Name,URL,Directors
NAWALOKA HOSPITALS PLC,https://nawalokamedicare.com/director-board/,"Harshula Dharmadasa, Lakkumar Fernando, Chandana Perera, Aruna Gayan, Thenuka Dissanayaka, Harshith Dharmadasa"
JETWING SYMPHONY PLC,https://www.jetwinghotels.com/about-jetwing-hotels/our-personalities/,"Jetwing Lake, Jetwing Hotels, Jetwing Kurulubedda Je, Dmitri Cooray"
C I C HOLDINGS PLC,https://www.marketscreener.com/quote/stock/CIC-HOLDINGS-PLC-6499175/company/,"Shiran Harsha Amarasekera, P. Aroshan Seresinhe"
TALAWAKELLE TEA ESTATES PLC,https://talawakelleteas.com/management_team,"Roshan Rajadurai, S B Alawattegama, M J Fernando, A M Pandithage"
HNB FINANCE PLC,https://www.hnbfinance.lk/about-us/board-of-directors/,"Chaminda Prabhath, Hasitha Wijesundara, Rajive Dissanayake"
HATTON PLANTATIONS PLC,https://hattonplantations.lk/board-of-directors/,"Menaka Athukorala, GARY SEATON, Gary Seaton, Gowri Shankar"
AGALAWATTE PLANTATIONS PLC,https://agalawatte.geviscreations.com/corporate-profile/,"A.S. Amarasuriya, W.A.A Asanga, S.M.S.S. Bandara, G.P.N.A.G. Gunathilake, R.P.L. Ramanayake, D.S. Muthukudaarachchi"
SWISSTEK (CEYLON) PLC,https://www.swisstekaluminium.com/leadership/,"S.M. Liyanage, C.U.Weerawardena Dire, T.G. Thoradeniya, Thilan Dharmarathne, Mahendra Jayasekera, Harsha Amarasekera"
SANASA DEVELOPMENT BANK PLC,https://www.sdb.lk/en/about-us/board-of-directors,"Romani de Silva, Abhayawickrama Bandar"
ALLIANCE FINANCE COMPANY PLC,https://www.alliancefinance.lk/about-us/board-of-directors/,"Michael Benedict, D.L.I Hettiarachchi, Romani De Silva"
ODEL PLC,https://www.marketscreener.com/quote/stock/ODEL-PLC-11367157/company/,"Ashok Kariyawasam Pathirage, Kumar Kaimal, Joseph Micheal Jayanth Perera, S. L. R. Piyal"
PEOPLE'S INSURANCE PLC,https://peoplesinsurance.lk/about-us/,"Johnson Fernando, Kasun Wijetilleke Non-, Azzam Ahamat Non-, Kasun Wijetilleke"
KELANI VALLEY PLANTATIONS PLC,https://www.kvpl.com/team,ara Eliya Region
THE KINGSBURY PLC,https://www.marketscreener.com/quote/stock/KINGSBURY-PLC-20702499/company/,"Rohan Karunarajah, Mohan Pandithage, Antonio Jonathan Alles, Niranjan de Silva Deva-Aditya"
HELA APPAREL HOLDINGS PLC,https://www.helaclothing.com/investors/corporate-information,"Alastair Alderton, A. R. Rasiah, Aruna De Sil, Christopher Murray Horn, Aruna De Silva Muthumuni, Aruna De Silva Muthumun"
DIALOG FINANCE PLC,https://www.dialogfinance.lk/about-us/board-of-directors,"Alexander Löwbäck    Independent, Nazeem Mohamed, Lim Li, Alexander Löwbäck, Li San, Supun Weerasinghe"
SOFTLOGIC FINANCE PLC,https://softlogicfinance.lk/board-of-directors/,"Sisira Dabar, anjan Janaka Perera, Sisira Dabare, Ranjan Perera, Ashok Pathirage"
SOFTLOGIC CAPITAL PLC,https://softlogiccapital.lk/board-of-directors/,"Naresh Abeysekera, Shanker Somasunderam, Ashok Pathirage"
RENUKA HOTELS PLC,https://www.renukacityhotel.com/our-story/,"Shibani Thambiayah, R. B. Thambiayah, S. R. Thambiayah, N. A. Thambiayah"
SINGER FINANCE LANKA PLC,https://www.singerfinance.com/board-of-directors/,"Thushan Amarasuriya, Mahesh Wijewardene, Saman Herath, Dhammika Siriwardene, Ranil De Silva, Aravinda Perera, Hiranthi De Silva, Dhammika Siriwa"
COLOMBO DOCKYARD PLC,https://www.cdl.lk/board-of-directors/,B.Sc Eng
PRINTCARE PLC,https://printcare.lk/our-company/,rrill J Fernando
CABLE SOLUTIONS PLC,https://cablesol.com/about-kablr/,"U. G. Madanayake, Pawan Nand, Chehan Perera, Suren Madanayake, Daya Wahalatantiri"
Co-operative Insurance Company PLC,https://www.ci.lk/director,"A. B. Senadheera, G. G. Dayasumana, A. A. J. Amarasinghe"
KEELLS FOOD PRODUCTS PLC,https://www.keellsfoods.lk/company/board-of-directors.html,Krishan Balendra
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,"https://en.wikipedia.org/wiki/Colombo_Land_and_Development_Company#:~:text=CLDC's%20leadership%20comprises%20Asoka%20Weerasooriya,executive%20director%2Fgroup%20CEO).","E. G. N, E. G. Ng"
CEYLON HOTELS CORPORATION PLC,https://www.chcplc.com/about-the-company/,"E. M. Mangala Boyagoda, E. Kuvera I. De Zoysa, P. Maddumage, Dinesh S. Weerakkody, D. S., Ajith L.  Devasurendra, C. Shalike, Ranil P. P, Nirmal D. S. Cooke, Sanjeev Gardiner"
MASKELIYA PLANTATIONS PLC,https://in.marketscreener.com/quote/stock/MASKELIYA-PLANTATIONS-PLC-20700168/company-governance/,"Ananda Fernando, K A S Lasantha, Sunil Liyange, Sena Yaddehige"
SMB FINANCE PLC,https://www.smblk.com/about-us/board-of-directors/,"Ravi Wijeratne, Shardha Sosa, Supul Wijesinghe, Lolitha Abeysinghe, Wijekoon Dayasinghe"
LANKEM CEYLON PLC,https://lankem.lk/management/,"S. D. R. Arudpragasam, P.M.A. Sirimane, A. Hettiarachchy"
ASSOCIATED MOTOR FINANCE COMPANY PLC,https://www.marketscreener.com/quote/stock/ASSOCIATED-MOTOR-FINANCE--20706475/company/,"T. M. A. Sallay, John Paulu I. Nalatha Dayawansa, Nilmini Karunathilake"
LAUGFS POWER PLC,https://www.laugfs.lk/management-team,"Thomas Antony 
                                       Director, Indika Chandrasir"
CEYLON HOSPITALS PLC,https://www.marketscreener.com/quote/stock/CEYLON-HOSPITALS-PLC-46699087/company-governance/,"Ajith Erandan Tudawe, De Silva Jayatilleke, Manil Jayesinghe"
DANKOTUWA PORCELAIN PLC,https://www.ft.lk/news/Dankotuwa-Porcelain-gets-new-Chairman-5-Directors/56-754671,"Y. Kanagasabai, Ranil Pathirana, Nathasha Egodage, R.T. Devasurendra"
KEGALLE PLANTATIONS PLC,https://www.marketscreener.com/quote/stock/KEGALLE-PLANTATIONS-PLC-6496388/company-governance/,"Shaminda Yaddehige, ange
                         
 
                            1st Jan Change, Sena Yaddehige"
ASIA ASSET FINANCE PLC,https://www.marketscreener.com/quote/stock/ASIA-ASSET-FINANCE-PLC-20706675/company/,"Rajiv James Abeywickrama Gunawardena, Siyambalapitige De Silva Gunasekera, Geethika Elwalage, Radhika Dilrukshi"
ABANS FINANCE PLC,https://abansfinance.lk/board-of-directors-and-ceo/,"Cecil Perera, Perera Commenced, K J C Perera"
hSenid Business Solutions PLC,https://www.hsenidbiz.com/about-us/board-of-directors,"More Dishnira R. Saparamadu Non-, J. M. Sampath K. Jayasundara, J. M., More Anarkali M, W. Malinga, Dinesh B. Saparamadu"
RENUKA CITY HOTELS PLC.,https://www.renukacityhotel.com/our-story/,"Shibani Thambiayah, R. B. Thambiayah, S. R. Thambiayah, N. A. Thambiayah"
SEYLAN DEVELOPMENTS PLC,https://www.seylandevelopments.com/about.html,"Sri Lan, RAMESH JAYASEKARA"
TAL LANKA HOTELS PLC,https://www.marketscreener.com/quote/stock/TAL-LANKA-HOTELS-PLC-20702518/company/,"Parikshit Sen Gupta, Binod Kumar Chaudhary, Giridhar Sanjeevi"
BAIRAHA FARMS PLC,https://www.bairaha.com/corporate/our-team.html,"Reyaz Mihular, M.I.M Naleem Hajiar, Yakooth Naleem, Kamil Naleem"
PMF FINANCE PLC,https://pmf.lk/en/board-of-directors/,"De Silva, Chandula Abeywickrema"
RENUKA HOLDINGS PLC,http://www.renukagroup.com/about_us/corporate_information.php,"Mr V. Sanmugam, M.S Dominic"
LEE HEDGES PLC,https://leehedgesplc.com/about/,LEE HEDGES
HAYLEYS LEISURE PLC,https://www.hayleys.com/leadership/,"Mohan Pandithage, Rejoined Hayleys, Dhammika Perera, Sarath Ganegoda, Rajitha Kariyawasan, Harsha Cabral"
THE FORTRESS RESORTS PLC,https://www.marketscreener.com/quote/stock/THE-FORTRESS-RESORTS-PLC-20702517/company/,"Kulappuarachchige Perera, Chethiya Minendra, Malik Joseph Fernando"
SARVODAYA DEVELOPMENT FINANCE PLC,https://www.sarvodayafinance.lk/board-of-directors,"Channa de Silva, Ramya Suranjani Wickremeratne, Suranjani Wickremeratne"
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,https://www.hdfc.lk/about,"W. N. I. C. Fernando, H. K. K. A. Jayasundara, A. N. Hapugala, W. M. Ananda, Anura Hettiarachchi, Krishantha Pathiraja, K.T.D.D. De Silva"
CEYLON LAND & EQUITY PLC,https://www.marketscreener.com/quote/stock/CEYLON-LAND-EQUITY-PLC-20703683/company/,"M. R. Rathnasabapathy, Shamindra Rajiyah, Dilshan Perera"
AMANA TAKAFUL PLC,https://www.takaful.lk/about-us,"Shafique Ahmed Jakhura, M. Murshid"
ACL PLASTICS PLC,https://acl.lk/board_of_directors,"U. G. Madanayake, N. C. Mad, Ajit Jaya, Hemaka Amarasuriya, N. C. Madanayake, N.C. Madanayake, Suren Madanayake, U.G. Madanayake"
CITRUS LEISURE PLC,https://www.marketscreener.com/quote/stock/CITRUS-LEISURE-PLC-20703675/company/,"Bandara Talwatte, Mani Sugathapala, Rajinda G. Seneviratne, Suresh Dayanath de Mel, Vasula Sanjeewa, Priya Chandana"
SATHOSA MOTORS PLC,https://sathosamotorsplc.com/about-us/,"Sumal Perera, Asanka Wimalaratna, Chaminda Kumarasiri, MR.CHRISTOPHER JOSHUA, Christopher Joshua, Dirk Joshua"
UDAPUSSELLAWA PLANTATIONS PLC,https://www.brownsplantations.lk/udapussellawa/about-us.html,"Dhamitha Perera, Anusha Perera, Human Resour, Dhushanth Ratwatt, Dhushanth Ratwatte"
LANKA REALTY INVESTMENTS PLC,https://www.lriplc.com/people,"Read Bio, Bio Dilini De Silva, Dushmantha Kasun Develop, Bio Upali Galgamuwa, Saravanan Neelakandan, Bio Nadeera Fernando Leisure, Read Bio Piers, Bio Nadeera Fernando Leisu, Read Bio Mohamed Firdouse, Bio Archie Buckland Warman"
C M HOLDINGS PLC,https://cmholdingsplc.com/,S. D. R. Arudpragasam
MARAWILA RESORTS PLC,https://www.marketscreener.com/quote/stock/MARAWILA-RESORTS-PLC-20703557/company/,"Chrisantha Priyange Perera, Sri Dhaman Rajendram Arudpragasam"
RESUS ENERGY PLC,https://www.resusenergy.lk/our-team.html,"Uditha Egalahewa, Kishan Nanayakkar, Chinthaka Perera, Sri Lank, Kishan Nanayakkara, Suren Madanayake"
LANKA VENTURES PLC,https://www.marketscreener.com/quote/stock/LANKA-VENTURES-PLC-20703697/company/,"Damith Pallewatte, W. Jayawardana, Ray Abeywardena, Janaka Palitha Gamage, Dilanka Wijesekara"
CHEMANEX PLC,https://chemanex.lk/about-us/,"E M M, R P Bandaranayak, R P Ba"
LANKEM DEVELOPMENTS PLC,https://lankem.lk/management/,"S. D. R. Arudpragasam, P.M.A. Sirimane, A. Hettiarachchy"
LANKA CREDIT AND BUSINESS FINANCE PLC,https://www.lcbfinance.lk/about-us/,"Ranjan Lal Masakorala, K.G. Leelananda, Gayan Kalhara, Ashwin Welgama, Sampath Lasantha Ranasinghe, Kapila Indika Weerasinghe, Kelum Wannige 
 AGM- Finance, Dushmantha Thotawatta, Aruna Vithanage, KG Leelananda, J. P. C. Ja, Lal Anura"
MADULSIMA PLANTATIONS PLC,https://www.marketscreener.com/quote/stock/MADULSIMA-PLANTATIONS-PLC-20703701/company-governance/,"Mohan Andrew Fernando, Pathiranahalage Dilum, Deshamanya Jayawardena, Stassen Jayawardena, Deshamanya Don Harotd, Hasitha S Jayawardena"
HAPUGASTENNE PLANTATIONS PLC,https://www.brownsplantations.lk/hapugastenne/about-us.html,"Dhamitha Perera, Dhushanth Ratwatte, Anusha Perera"
UB FINANCE PLC,https://ubf.lk/sec/1_the_directors.php,"Moahan BALENDRA, Jayendra SETUKA"
EAST WEST PROPERTIES PLC,https://www.eastwest.lk/about-us,"Kanchaka Ariyawansa, J Nahil, Diyanath Rohan Jayasinghe, Nahil Wijesuriya"
ARPICO INSURANCE PLC,https://www.arpicoinsurance.com/corporate-management-team/,Kelum Senanayake
