Company Name,Board_Link,Board_Page_Content
DIGITAL MOBILITY SOLUTIONS LANKA PLC,https://pickme.lk/about-pickme,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fpickme.lk%2Fabout-pickme&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ASIAN HOTELS AND PROPERTIES PLC,https://www.marketscreener.com/quote/stock/ASIAN-HOTELS-AND-PROPERTI-6499167/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FASIAN-HOTELS-AND-PROPERTI-6499167%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
DILMAH CEYLON TEA COMPANY PLC,https://www.marketscreener.com/quote/stock/DILMAH-CEYLON-TEA-COMPANY-13396505/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FDILMAH-CEYLON-TEA-COMPANY-13396505%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SOFTLOGIC LIFE INSURANCE PLC,https://softlogiclife.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fsoftlogiclife.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
EDEN HOTEL LANKA PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/EDEN.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FEDEN.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
TOKYO CEMENT COMPANY (LANKA) PLC,https://www.marketscreener.com/quote/stock/TOKYO-CEMENT-COMPANY-LANK-6499191/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FTOKYO-CEMENT-COMPANY-LANK-6499191%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SEYLAN BANK PLC,https://www.seylan.lk/about-us/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.seylan.lk%2Fabout-us%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HUNAS HOLDINGS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/HUNA.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FHUNA.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
COMMERCIAL CREDIT AND FINANCE PLC,https://www.cclk.lk/about-us/board-of-directors/en,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.cclk.lk%2Fabout-us%2Fboard-of-directors%2Fen&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CAPITAL ALLIANCE PLC,https://cal.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcal.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
THE LANKA HOSPITALS CORPORATION PLC,https://www.lankahospitals.com/about/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.lankahospitals.com%2Fabout%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HAYLEYS FABRIC PLC,https://www.hayleysfabric.com/index.php/who-we-are/hayleys-fabric-leadership,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.hayleysfabric.com%2Findex.php%2Fwho-we-are%2Fhayleys-fabric-leadership&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LANKA MILK FOODS (CWE) PLC,https://www.lmfgroup.lk/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.lmfgroup.lk%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
JANASHAKTHI INSURANCE PLC,https://www.janashakthi.com/news-inner?ref=Exciting-new-additions-to-Janashakthi-Life%27s-Board-of-Directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.janashakthi.com%2Fnews-inner%3Fref%3DExciting-new-additions-to-Janashakthi-Life%2527s-Board-of-Directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SEYLAN BANK PLC,https://www.seylan.lk/about-us/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.seylan.lk%2Fabout-us%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
First Capital Treasuries PLC,"https://www.ft.lk/financial-services/First-Capital-Treasuries-appoints-Channa-de-Silva-to-Board-of-Directors/42-771258#:~:text=With%20this%20appointment%2C%20The%20Board,de%20Silva%20and%20Sachith%20Perera.","Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.ft.lk%2Ffinancial-services%2FFirst-Capital-Treasuries-appoints-Channa-de-Silva-to-Board-of-Directors%2F42-771258%23%3A~%3Atext%3DWith%2520this%2520appointment%252C%2520The%2520Board%2Cde%2520Silva%2520and%2520Sachith%2520Perera.&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate "
PAN ASIA BANKING CORPORATION PLC,https://www.pabcbank.com/about-us/team/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.pabcbank.com%2Fabout-us%2Fteam%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,https://www.cdb.lk/about-us,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.cdb.lk%2Fabout-us&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
FIRST CAPITAL HOLDINGS PLC,https://firstcapital.lk/team_categories/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Ffirstcapital.lk%2Fteam_categories%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LANKA WALLTILE PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/LWLN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FLWLN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LANKA TILES PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/TILE.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FTILE.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
VALLIBEL FINANCE PLC,https://www.vallibelfinance.com/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.vallibelfinance.com%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
JAT HOLDINGS PLC,https://jatholdings.com/leadership/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fjatholdings.com%2Fleadership%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
KOTMALE HOLDINGS PLC,https://www.marketscreener.com/quote/stock/KOTMALE-HOLDINGS-PLC-20703688/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FKOTMALE-HOLDINGS-PLC-20703688%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
THE COLOMBO FORT LAND AND BUILDING PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/CFLB.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FCFLB.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
VIDULLANKA PLC,https://vidullanka.com/about-us/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fvidullanka.com%2Fabout-us%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
AMANA BANK PLC,https://www.amanabank.lk/about-us/board-of-directors.html,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.amanabank.lk%2Fabout-us%2Fboard-of-directors.html&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
MALWATTE VALLEY PLANTATION PLC,https://www.malwattevalley.com/about/the-board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.malwattevalley.com%2Fabout%2Fthe-board-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
R I L PROPERTY PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/RIL.N0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FRIL.N0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
NATIONS TRUST BANK PLC,https://www.nationstrust.com/about-us/our-story/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.nationstrust.com%2Fabout-us%2Four-story%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CEYLON GRAIN ELEVATORS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/GRANN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FGRANN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
KELANI CABLES PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/KCABN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FKCABN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HNB ASSURANCE PLC,https://www.hnbassurance.com/board,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.hnbassurance.com%2Fboard&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
UNION BANK OF COLOMBO PLC,https://www.unionb.com/about-us/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.unionb.com%2Fabout-us%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
PRIME LANDS RESIDENCIES PLC,https://www.marketscreener.com/quote/stock/PRIME-LANDS-RESIDENCIES-P-124598591/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FPRIME-LANDS-RESIDENCIES-P-124598591%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
COMMERCIAL BANK OF CEYLON PLC,https://www.combank.lk/about-us,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.combank.lk%2Fabout-us&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SOFTLOGIC HOLDINGS PLC,https://www.softlogic.lk/board-of-director,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.softlogic.lk%2Fboard-of-director&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LAUGFS GAS PLC,https://en.wikipedia.org/wiki/LAUGFS_Gas,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FLAUGFS_Gas&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
VALLIBEL POWER ERATHNA PLC,https://vallibel-hydro.com/about-us/board-of-directors.php,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fvallibel-hydro.com%2Fabout-us%2Fboard-of-directors.php&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
DIESEL & MOTOR ENGINEERING PLC,https://www.dimolanka.com/about-us/our-team/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.dimolanka.com%2Fabout-us%2Four-team%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
UNITED MOTORS LANKA PLC,https://www.unitedmotors.lk/company/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.unitedmotors.lk%2Fcompany%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
NAMUNUKULA PLANTATIONS PLC,https://www.wsj.com/market-data/quotes/LK/XCOL/NAMUN0000/company-people,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.wsj.com%2Fmarket-data%2Fquotes%2FLK%2FXCOL%2FNAMUN0000%2Fcompany-people&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
TOKYO CEMENT COMPANY (LANKA) PLC,https://www.marketscreener.com/quote/stock/TOKYO-CEMENT-COMPANY-LANK-6499191/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FTOKYO-CEMENT-COMPANY-LANK-6499191%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ALUMEX PLC,https://www.marketscreener.com/quote/stock/ALUMEX-PLC-20707929/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FALUMEX-PLC-20707929%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CEYLINCO HOLDINGS PLC,https://www.ceylincolife.com/our-leadership/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.ceylincolife.com%2Four-leadership%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
GALADARI HOTELS (LANKA) PLC,https://www.marketscreener.com/quote/stock/GALADARI-HOTELS-LANKA-PLC-20702502/company/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.marketscreener.com%2Fquote%2Fstock%2FGALADARI-HOTELS-LANKA-PLC-20702502%2Fcompany%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
ELPITIYA PLANTATIONS PLC,https://www.elpitiya.com/board-of-directors/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.elpitiya.com%2Fboard-of-directors%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
E B CREASY & COMPANY PLC,https://en.wikipedia.org/wiki/E._B._Creasy_%26_Company,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FE._B._Creasy_%2526_Company&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
LOLC GENERAL INSURANCE PLC,https://www.lolcgeneral.com/managment-team.php,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.lolcgeneral.com%2Fmanagment-team.php&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
MERCANTILE INVESTMENTS AND FINANCE PLC,https://mi.com.lk/en/about-us/board-of-directors,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fmi.com.lk%2Fen%2Fabout-us%2Fboard-of-directors&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SIERRA CABLES PLC,https://www.sierracables.com/our-team/board-of-directors.html,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.sierracables.com%2Four-team%2Fboard-of-directors.html&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HARISCHANDRA MILLS PLC,https://harischandramills.com/about/,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fharischandramills.com%2Fabout%2F&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
